User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,GDP ($ per capita)
627,Basic,11,29-09-22,29-06-23,Canada,43,Female,Smart TV,1 Month,29800.0
628,Standard,10,09-10-22,01-07-23,United Kingdom,42,Male,Smartphone,1 Month,27700.0
629,Premium,11,12-10-22,29-06-23,Australia,39,Male,Tablet,1 Month,29000.0
630,Basic,15,06-10-22,30-06-23,Germany,32,Female,Smart TV,1 Month,27600.0
631,Premium,14,21-09-22,28-06-23,France,31,Male,Smartphone,1 Month,27600.0
632,Basic,13,23-09-22,01-07-23,Brazil,39,Male,Smartphone,1 Month,7600.0
633,Standard,12,28-09-22,29-06-23,Mexico,41,Female,Smartphone,1 Month,9000.0
634,Standard,12,29-09-22,29-06-23,Spain,51,Female,Smart TV,1 Month,22000.0
635,Basic,13,03-10-22,27-06-23,Italy,29,Male,Laptop,1 Month,26700.0
636,Premium,10,28-10-22,01-07-23,Spain,33,Female,Smart TV,1 Month,22000.0
637,Basic,12,14-11-22,29-06-23,Spain,51,Female,Tablet,1 Month,22000.0
638,Standard,11,16-11-22,01-07-23,United States,38,Male,Tablet,1 Month,37800.0
639,Premium,10,17-11-22,28-06-23,Canada,37,Female,Laptop,1 Month,29800.0
640,Basic,13,20-11-22,30-06-23,United States,50,Female,Laptop,1 Month,37800.0
641,Premium,12,21-11-22,29-06-23,United States,33,Male,Tablet,1 Month,37800.0
642,Basic,11,19-11-22,01-07-23,Canada,27,Male,Laptop,1 Month,29800.0
643,Standard,11,28-10-22,27-06-23,United Kingdom,50,Female,Smartphone,1 Month,27700.0
644,Standard,15,27-10-22,29-06-23,Australia,47,Female,Laptop,1 Month,29000.0
645,Basic,13,27-10-22,29-06-23,Germany,41,Male,Laptop,1 Month,27600.0
646,Premium,10,27-10-22,30-06-23,France,49,Female,Laptop,1 Month,27600.0
647,Basic,15,25-10-22,28-06-23,Brazil,32,Male,Smart TV,1 Month,7600.0
648,Standard,10,17-10-22,28-06-23,Mexico,38,Female,Smartphone,1 Month,9000.0
649,Premium,14,20-08-22,29-06-23,Spain,38,Female,Smartphone,1 Month,22000.0
650,Basic,15,16-08-22,29-06-23,Italy,28,Female,Smart TV,1 Month,26700.0
651,Premium,13,15-08-22,29-06-23,Spain,31,Male,Tablet,1 Month,22000.0
652,Basic,14,15-08-22,29-06-23,Spain,39,Female,Smartphone,1 Month,22000.0
653,Standard,11,29-07-22,29-06-23,United States,28,Female,Smartphone,1 Month,37800.0
654,Standard,12,17-07-22,28-06-23,Canada,30,Female,Smartphone,1 Month,29800.0
655,Basic,11,26-07-22,29-06-23,United States,42,Male,Tablet,1 Month,37800.0
656,Premium,14,31-07-22,29-06-23,United States,33,Female,Laptop,1 Month,37800.0
657,Basic,14,03-08-22,29-06-23,Canada,34,Female,Smart TV,1 Month,29800.0
658,Standard,13,04-08-22,29-06-23,United Kingdom,49,Female,Smart TV,1 Month,27700.0
659,Premium,13,03-08-22,29-06-23,Australia,41,Male,Laptop,1 Month,29000.0
660,Basic,12,27-06-22,29-06-23,Germany,28,Male,Smart TV,1 Month,27600.0
661,Premium,14,27-06-22,28-06-23,France,49,Female,Laptop,1 Month,27600.0
662,Basic,15,15-06-22,29-06-23,Brazil,49,Male,Tablet,1 Month,7600.0
663,Standard,11,13-06-22,29-06-23,Mexico,36,Male,Tablet,1 Month,9000.0
664,Standard,11,12-06-22,30-06-23,Spain,31,Male,Smart TV,1 Month,22000.0
665,Basic,10,18-06-22,28-06-23,Italy,38,Male,Smartphone,1 Month,26700.0
666,Premium,15,26-06-22,29-06-23,Spain,34,Female,Tablet,1 Month,22000.0
667,Basic,11,30-06-22,30-06-23,Spain,51,Female,Smartphone,1 Month,22000.0
668,Standard,13,03-07-22,30-06-23,United States,49,Male,Smart TV,1 Month,37800.0
669,Premium,13,19-06-22,28-06-23,Canada,27,Female,Tablet,1 Month,29800.0
670,Basic,10,08-06-22,29-06-23,United States,38,Male,Smart TV,1 Month,37800.0
671,Basic,10,08-06-22,30-06-23,United States,51,Male,Tablet,1 Month,37800.0
672,Basic,14,09-06-22,30-06-23,Canada,47,Female,Tablet,1 Month,29800.0
673,Standard,15,09-06-22,27-06-23,United Kingdom,37,Male,Smartphone,1 Month,27700.0
674,Premium,13,10-06-22,28-06-23,Australia,37,Female,Laptop,1 Month,29000.0
675,Basic,11,11-06-22,29-06-23,Germany,39,Female,Tablet,1 Month,27600.0
676,Basic,11,13-06-22,29-06-23,France,31,Male,Smartphone,1 Month,27600.0
677,Premium,13,17-06-22,28-06-23,Brazil,36,Male,Smart TV,1 Month,7600.0
678,Standard,15,27-06-22,28-06-23,Mexico,42,Female,Smart TV,1 Month,9000.0
679,Standard,11,05-07-22,29-06-23,Spain,49,Male,Laptop,1 Month,22000.0
680,Basic,15,07-07-22,29-06-23,Italy,44,Female,Laptop,1 Month,26700.0
681,Premium,11,16-07-22,28-06-23,Spain,33,Male,Laptop,1 Month,22000.0
682,Standard,11,23-07-22,27-06-23,Spain,42,Male,Tablet,1 Month,22000.0
683,Basic,13,03-08-22,29-06-23,United States,39,Male,Smartphone,1 Month,37800.0
684,Standard,10,11-08-22,29-06-23,Canada,49,Male,Smartphone,1 Month,29800.0
685,Premium,12,15-08-22,30-06-23,United States,31,Male,Smartphone,1 Month,37800.0
686,Basic,14,18-08-22,28-06-23,United States,37,Male,Tablet,1 Month,37800.0
687,Premium,13,26-08-22,29-06-23,Canada,30,Female,Tablet,1 Month,29800.0
688,Standard,10,03-09-22,28-06-23,United Kingdom,42,Male,Smartphone,1 Month,27700.0
689,Basic,15,04-09-22,29-06-23,Australia,37,Female,Smart TV,1 Month,29000.0
690,Standard,15,05-09-22,30-06-23,Germany,36,Male,Laptop,1 Month,27600.0
691,Premium,11,01-09-22,29-06-23,France,28,Female,Laptop,1 Month,27600.0
692,Basic,15,31-08-22,30-06-23,Brazil,36,Male,Tablet,1 Month,7600.0
693,Standard,14,01-09-22,29-06-23,Mexico,31,Female,Tablet,1 Month,9000.0
694,Premium,14,17-09-22,01-07-23,Spain,46,Male,Smart TV,1 Month,22000.0
695,Basic,13,21-09-22,28-06-23,Italy,28,Male,Laptop,1 Month,26700.0
696,Premium,15,29-09-22,01-07-23,Spain,31,Male,Tablet,1 Month,22000.0
697,Basic,12,06-10-22,29-06-23,Spain,43,Male,Smart TV,1 Month,22000.0
698,Standard,10,12-10-22,02-07-23,United States,28,Male,Laptop,1 Month,37800.0
699,Standard,13,07-10-22,30-06-23,Canada,32,Female,Smartphone,1 Month,29800.0
700,Basic,12,04-10-22,30-06-23,United States,31,Female,Laptop,1 Month,37800.0
701,Premium,11,24-09-22,28-06-23,United States,45,Male,Smart TV,1 Month,37800.0
702,Basic,14,25-09-22,01-07-23,Canada,36,Male,Smartphone,1 Month,29800.0
703,Standard,14,27-09-22,30-06-23,United Kingdom,35,Male,Laptop,1 Month,27700.0
704,Premium,13,30-09-22,01-07-23,Australia,27,Female,Tablet,1 Month,29000.0
705,Basic,13,04-10-22,28-06-23,Germany,32,Male,Laptop,1 Month,27600.0
706,Premium,12,24-10-22,01-07-23,France,46,Female,Smartphone,1 Month,27600.0
707,Basic,12,28-10-22,30-06-23,Brazil,36,Male,Smart TV,1 Month,7600.0
708,Standard,13,02-11-22,01-07-23,Mexico,39,Male,Laptop,1 Month,9000.0
709,Standard,12,07-11-22,28-06-23,Spain,48,Female,Smart TV,1 Month,22000.0
710,Basic,10,10-11-22,30-06-23,Italy,48,Female,Smart TV,1 Month,26700.0
711,Premium,14,15-11-22,29-06-23,Spain,27,Female,Laptop,1 Month,22000.0
712,Basic,13,08-11-22,01-07-23,Spain,45,Male,Tablet,1 Month,22000.0
713,Standard,10,01-11-22,27-06-23,United States,30,Male,Laptop,1 Month,37800.0
714,Premium,15,30-10-22,29-06-23,Canada,29,Male,Tablet,1 Month,29800.0
715,Basic,12,28-10-22,29-06-23,United States,43,Female,Laptop,1 Month,37800.0
716,Premium,10,26-10-22,30-06-23,United States,43,Male,Laptop,1 Month,37800.0
717,Basic,15,18-10-22,29-06-23,Canada,39,Female,Tablet,1 Month,29800.0
718,Standard,14,30-09-22,30-06-23,United Kingdom,27,Male,Tablet,1 Month,27700.0
719,Standard,10,03-09-22,29-06-23,Australia,33,Female,Tablet,1 Month,29000.0
720,Basic,10,23-08-22,29-06-23,Germany,32,Female,Tablet,1 Month,27600.0
721,Premium,10,16-08-22,29-06-23,France,37,Female,Tablet,1 Month,27600.0
722,Basic,13,11-08-22,30-06-23,Brazil,45,Male,Smartphone,1 Month,7600.0
723,Standard,10,01-08-22,30-06-23,Mexico,40,Female,Smartphone,1 Month,9000.0
724,Premium,14,01-08-22,29-06-23,Spain,44,Male,Laptop,1 Month,22000.0
725,Basic,12,01-08-22,29-06-23,Italy,29,Female,Tablet,1 Month,26700.0
726,Premium,14,02-08-22,30-06-23,Spain,50,Male,Laptop,1 Month,22000.0
727,Basic,11,04-08-22,29-06-23,Spain,32,Female,Laptop,1 Month,22000.0
728,Standard,14,04-08-22,29-06-23,United States,39,Male,Laptop,1 Month,37800.0
729,Standard,15,07-07-22,30-06-23,Canada,43,Female,Smartphone,1 Month,29800.0
730,Basic,12,27-06-22,30-06-23,United States,49,Female,Smartphone,1 Month,37800.0
731,Premium,13,19-06-22,29-06-23,United States,30,Male,Tablet,1 Month,37800.0
732,Basic,12,19-06-22,29-06-23,Canada,47,Male,Tablet,1 Month,29800.0
733,Standard,10,18-06-22,29-06-23,United Kingdom,51,Female,Laptop,1 Month,27700.0
734,Premium,14,19-06-22,30-06-23,Australia,40,Male,Tablet,1 Month,29000.0
735,Basic,14,24-06-22,28-06-23,Germany,40,Male,Laptop,1 Month,27600.0
736,Premium,11,30-06-22,30-06-23,France,49,Male,Smartphone,1 Month,27600.0
737,Basic,15,02-07-22,30-06-23,Brazil,43,Female,Tablet,1 Month,7600.0
738,Standard,14,26-06-22,01-07-23,Mexico,44,Female,Smartphone,1 Month,9000.0
739,Standard,13,21-06-22,28-06-23,Spain,27,Male,Smartphone,1 Month,22000.0
740,Basic,14,16-06-22,29-06-23,Italy,30,Male,Tablet,1 Month,26700.0
741,Premium,14,09-06-22,30-06-23,Spain,47,Male,Smart TV,1 Month,22000.0
742,Basic,13,10-06-22,30-06-23,Spain,51,Male,Smartphone,1 Month,22000.0
743,Standard,15,10-06-22,28-06-23,United States,31,Female,Laptop,1 Month,37800.0
744,Premium,13,11-06-22,29-06-23,Canada,34,Female,Tablet,1 Month,29800.0
745,Basic,11,12-06-22,30-06-23,United States,28,Female,Laptop,1 Month,37800.0
746,Basic,15,15-06-22,30-06-23,United States,32,Male,Smartphone,1 Month,37800.0
747,Basic,11,25-06-22,29-06-23,Canada,41,Male,Smart TV,1 Month,29800.0
748,Standard,13,30-06-22,28-06-23,United Kingdom,40,Male,Smart TV,1 Month,27700.0
749,Premium,12,06-07-22,30-06-23,Australia,46,Male,Smart TV,1 Month,29000.0
750,Basic,13,09-07-22,29-06-23,Germany,47,Male,Smart TV,1 Month,27600.0
751,Basic,14,18-07-22,29-06-23,France,45,Female,Laptop,1 Month,27600.0
752,Premium,10,24-07-22,28-06-23,Brazil,28,Female,Smartphone,1 Month,7600.0
753,Standard,12,27-07-22,30-06-23,Mexico,43,Female,Smartphone,1 Month,9000.0
754,Standard,11,10-08-22,29-06-23,Spain,41,Male,Laptop,1 Month,22000.0
755,Basic,13,16-08-22,30-06-23,Italy,32,Male,Tablet,1 Month,26700.0
756,Premium,14,23-08-22,29-06-23,Spain,44,Female,Smartphone,1 Month,22000.0
757,Standard,11,03-09-22,30-06-23,Spain,32,Male,Laptop,1 Month,22000.0
758,Basic,12,04-09-22,29-06-23,United States,47,Male,Laptop,1 Month,37800.0
759,Standard,14,05-09-22,29-06-23,Canada,37,Male,Smart TV,1 Month,29800.0
760,Premium,13,04-09-22,01-07-23,United States,40,Female,Smartphone,1 Month,37800.0
761,Basic,11,31-08-22,29-06-23,United States,48,Female,Smart TV,1 Month,37800.0
762,Premium,10,01-09-22,02-07-23,Canada,48,Male,Laptop,1 Month,29800.0
763,Standard,10,15-09-22,29-06-23,United Kingdom,35,Male,Laptop,1 Month,27700.0
764,Basic,15,18-09-22,03-07-23,Australia,28,Male,Smart TV,1 Month,29000.0
765,Standard,11,28-09-22,29-06-23,Germany,35,Female,Smart TV,1 Month,27600.0
766,Premium,13,30-09-22,01-07-23,France,43,Male,Smartphone,1 Month,27600.0
767,Basic,15,07-10-22,29-06-23,Brazil,39,Male,Laptop,1 Month,7600.0
768,Standard,10,08-10-22,02-07-23,Mexico,38,Female,Laptop,1 Month,9000.0
769,Premium,14,08-10-22,30-06-23,Spain,36,Female,Smart TV,1 Month,22000.0
770,Basic,11,03-10-22,01-07-23,Italy,42,Female,Laptop,1 Month,26700.0
771,Premium,14,04-10-22,28-06-23,Spain,27,Male,Tablet,1 Month,22000.0
772,Basic,12,02-10-22,01-07-23,Spain,48,Male,Laptop,1 Month,22000.0
773,Standard,13,01-10-22,30-06-23,United States,27,Female,Smart TV,1 Month,37800.0
774,Standard,15,03-10-22,02-07-23,Canada,49,Male,Smartphone,1 Month,29800.0
775,Basic,11,20-10-22,28-06-23,United States,29,Male,Tablet,1 Month,37800.0
776,Premium,11,21-10-22,01-07-23,United States,44,Male,Laptop,1 Month,37800.0
777,Basic,11,28-10-22,30-06-23,Canada,31,Male,Smartphone,1 Month,29800.0
778,Standard,13,03-11-22,01-07-23,United Kingdom,33,Male,Tablet,1 Month,27700.0
779,Premium,10,07-11-22,28-06-23,Australia,36,Female,Smart TV,1 Month,29000.0
780,Basic,15,12-11-22,30-06-23,Germany,43,Female,Laptop,1 Month,27600.0
781,Premium,14,13-11-22,29-06-23,France,30,Female,Smartphone,1 Month,27600.0
782,Basic,13,02-11-22,01-07-23,Brazil,44,Female,Laptop,1 Month,7600.0
783,Standard,13,01-11-22,29-06-23,Mexico,37,Female,Laptop,1 Month,9000.0
784,Standard,14,31-10-22,30-06-23,Spain,27,Male,Laptop,1 Month,22000.0
785,Basic,12,28-10-22,29-06-23,Italy,35,Female,Laptop,1 Month,26700.0
786,Premium,13,24-10-22,30-06-23,Spain,32,Male,Smart TV,1 Month,22000.0
787,Basic,12,03-10-22,29-06-23,Spain,49,Female,Laptop,1 Month,22000.0
788,Standard,12,13-09-22,30-06-23,United States,45,Female,Tablet,1 Month,37800.0
789,Premium,11,02-09-22,30-06-23,Canada,33,Female,Smartphone,1 Month,29800.0
790,Basic,14,30-08-22,30-06-23,United States,37,Female,Smartphone,1 Month,37800.0
791,Premium,15,25-08-22,30-06-23,United States,29,Male,Smartphone,1 Month,37800.0
792,Basic,12,11-08-22,30-06-23,Canada,45,Male,Smart TV,1 Month,29800.0
793,Standard,11,05-08-22,30-06-23,United Kingdom,42,Female,Smartphone,1 Month,27700.0
794,Standard,12,02-08-22,30-06-23,Australia,32,Female,Smart TV,1 Month,29000.0
795,Basic,11,03-08-22,01-07-23,Germany,47,Male,Smartphone,1 Month,27600.0
796,Premium,12,04-08-22,01-07-23,France,27,Male,Smart TV,1 Month,27600.0
797,Basic,10,05-08-22,30-06-23,Brazil,35,Male,Tablet,1 Month,7600.0
798,Standard,15,12-07-22,30-06-23,Mexico,35,Male,Laptop,1 Month,9000.0
799,Premium,10,02-07-22,30-06-23,Spain,48,Male,Tablet,1 Month,22000.0
800,Basic,12,26-06-22,30-06-23,Italy,36,Male,Smartphone,1 Month,26700.0
801,Premium,10,22-06-22,29-06-23,Spain,46,Male,Smartphone,1 Month,22000.0
802,Basic,13,22-06-22,30-06-23,Spain,33,Female,Smartphone,1 Month,22000.0
803,Standard,14,19-06-22,01-07-23,United States,43,Male,Smart TV,1 Month,37800.0
804,Standard,14,22-06-22,02-07-23,Canada,47,Female,Smartphone,1 Month,29800.0
805,Basic,15,27-06-22,28-06-23,United States,39,Female,Laptop,1 Month,37800.0
806,Premium,15,01-07-22,30-06-23,United States,30,Female,Laptop,1 Month,37800.0
807,Basic,11,28-06-22,30-06-23,Canada,46,Male,Tablet,1 Month,29800.0
808,Standard,13,25-06-22,01-07-23,United Kingdom,39,Male,Smart TV,1 Month,27700.0
809,Premium,10,22-06-22,28-06-23,Australia,28,Male,Smartphone,1 Month,29000.0
810,Basic,13,09-06-22,29-06-23,Germany,38,Male,Smartphone,1 Month,27600.0
811,Premium,13,10-06-22,30-06-23,France,36,Male,Laptop,1 Month,27600.0
812,Basic,15,11-06-22,01-07-23,Brazil,33,Male,Laptop,1 Month,7600.0
813,Standard,10,11-06-22,28-06-23,Mexico,50,Male,Smartphone,1 Month,9000.0
814,Standard,10,12-06-22,29-06-23,Spain,38,Male,Smartphone,1 Month,22000.0
815,Basic,15,13-06-22,30-06-23,Italy,29,Male,Smartphone,1 Month,26700.0
816,Premium,15,18-06-22,30-06-23,Spain,47,Female,Smart TV,1 Month,22000.0
817,Basic,15,29-06-22,30-06-23,Spain,31,Female,Tablet,1 Month,22000.0
818,Standard,13,30-06-22,28-06-23,United States,40,Male,Tablet,1 Month,37800.0
819,Premium,14,01-07-22,01-07-23,Canada,50,Male,Laptop,1 Month,29800.0
820,Basic,11,07-07-22,30-06-23,United States,43,Female,Tablet,1 Month,37800.0
821,Basic,12,13-07-22,29-06-23,United States,35,Female,Laptop,1 Month,37800.0
822,Basic,11,24-07-22,29-06-23,Canada,36,Male,Laptop,1 Month,29800.0
823,Standard,15,29-07-22,30-06-23,United Kingdom,30,Male,Smartphone,1 Month,27700.0
824,Premium,13,31-07-22,30-06-23,Australia,47,Female,Smartphone,1 Month,29000.0
825,Basic,12,09-08-22,30-06-23,Germany,30,Female,Laptop,1 Month,27600.0
826,Basic,11,18-08-22,01-07-23,France,37,Male,Smart TV,1 Month,27600.0
827,Premium,15,20-08-22,30-06-23,Brazil,34,Male,Smartphone,1 Month,7600.0
828,Standard,15,30-08-22,30-06-23,Mexico,33,Female,Smart TV,1 Month,9000.0
829,Standard,10,01-09-22,29-06-23,Spain,31,Male,Tablet,1 Month,22000.0
830,Basic,13,02-09-22,03-07-23,Italy,30,Female,Smartphone,1 Month,26700.0
831,Premium,10,02-09-22,29-06-23,Spain,35,Male,Smartphone,1 Month,22000.0
832,Standard,14,15-09-22,02-07-23,Spain,40,Female,Tablet,1 Month,22000.0
833,Basic,13,17-09-22,29-06-23,United States,29,Male,Smartphone,1 Month,37800.0
834,Standard,14,26-09-22,03-07-23,Canada,34,Female,Smart TV,1 Month,29800.0
835,Premium,12,27-09-22,29-06-23,United States,31,Male,Laptop,1 Month,37800.0
836,Basic,15,04-10-22,01-07-23,United States,28,Male,Laptop,1 Month,37800.0
837,Premium,12,06-10-22,29-06-23,Canada,46,Female,Smart TV,1 Month,29800.0
838,Standard,11,07-10-22,02-07-23,United Kingdom,38,Male,Smartphone,1 Month,27700.0
839,Basic,13,06-10-22,30-06-23,Australia,35,Female,Laptop,1 Month,29000.0
840,Standard,15,07-10-22,03-07-23,Germany,49,Male,Smartphone,1 Month,27600.0
841,Premium,13,06-10-22,29-06-23,France,42,Male,Smartphone,1 Month,27600.0
842,Basic,14,06-10-22,02-07-23,Brazil,37,Female,Laptop,1 Month,7600.0
843,Standard,13,04-10-22,01-07-23,Mexico,39,Female,Smartphone,1 Month,9000.0
844,Premium,10,14-10-22,02-07-23,Spain,47,Female,Smart TV,1 Month,22000.0
845,Basic,12,19-10-22,29-06-23,Italy,49,Male,Smartphone,1 Month,26700.0
846,Premium,12,21-10-22,01-07-23,Spain,35,Male,Laptop,1 Month,22000.0
847,Basic,11,28-10-22,30-06-23,Spain,36,Female,Smart TV,1 Month,22000.0
848,Standard,11,01-11-22,02-07-23,United States,40,Male,Tablet,1 Month,37800.0
849,Standard,10,12-11-22,29-06-23,Canada,30,Female,Smart TV,1 Month,29800.0
850,Basic,13,13-11-22,30-06-23,United States,51,Female,Smart TV,1 Month,37800.0
851,Premium,15,09-11-22,30-06-23,United States,47,Male,Laptop,1 Month,37800.0
852,Basic,12,08-11-22,01-07-23,Canada,47,Female,Laptop,1 Month,29800.0
853,Standard,14,06-11-22,30-06-23,United Kingdom,39,Male,Tablet,1 Month,27700.0
854,Premium,10,07-11-22,30-06-23,Australia,49,Male,Smart TV,1 Month,29000.0
855,Basic,12,02-11-22,01-07-23,Germany,33,Male,Laptop,1 Month,27600.0
856,Premium,10,06-10-22,30-06-23,France,32,Female,Smart TV,1 Month,27600.0
857,Basic,15,16-09-22,30-06-23,Brazil,40,Male,Smartphone,1 Month,7600.0
858,Standard,14,10-09-22,30-06-23,Mexico,40,Female,Laptop,1 Month,9000.0
859,Standard,12,04-09-22,30-06-23,Spain,51,Female,Tablet,1 Month,22000.0
860,Basic,13,26-08-22,01-07-23,Italy,50,Male,Smart TV,1 Month,26700.0
861,Premium,14,14-08-22,01-07-23,Spain,50,Female,Smart TV,1 Month,22000.0
862,Basic,14,12-08-22,01-07-23,Spain,47,Male,Smartphone,1 Month,22000.0
863,Standard,12,10-08-22,30-06-23,United States,35,Male,Laptop,1 Month,37800.0
864,Premium,11,10-08-22,01-07-23,Canada,31,Male,Tablet,1 Month,29800.0
865,Basic,15,04-08-22,01-07-23,United States,36,Male,Smartphone,1 Month,37800.0
866,Premium,10,05-08-22,01-07-23,United States,41,Female,Smart TV,1 Month,37800.0
867,Basic,13,17-07-22,30-06-23,Canada,49,Female,Tablet,1 Month,29800.0
868,Standard,12,16-07-22,01-07-23,United Kingdom,34,Female,Tablet,1 Month,27700.0
869,Standard,15,13-07-22,01-07-23,Australia,30,Female,Tablet,1 Month,29000.0
870,Basic,13,03-07-22,02-07-23,Germany,38,Male,Laptop,1 Month,27600.0
871,Premium,11,24-06-22,29-06-23,France,45,Male,Tablet,1 Month,27600.0
872,Basic,14,21-06-22,01-07-23,Brazil,42,Female,Laptop,1 Month,7600.0
873,Standard,10,22-06-22,01-07-23,Mexico,42,Female,Smart TV,1 Month,9000.0
874,Premium,10,23-06-22,02-07-23,Spain,31,Male,Smart TV,1 Month,22000.0
875,Basic,14,26-06-22,29-06-23,Italy,28,Male,Smart TV,1 Month,26700.0
876,Premium,11,27-06-22,30-06-23,Spain,44,Male,Tablet,1 Month,22000.0
877,Basic,13,28-06-22,01-07-23,Spain,30,Male,Smart TV,1 Month,22000.0
878,Standard,13,28-06-22,02-07-23,United States,33,Male,Smartphone,1 Month,37800.0
879,Standard,12,18-06-22,29-06-23,Canada,42,Female,Tablet,1 Month,29800.0
880,Basic,11,11-06-22,30-06-23,United States,31,Male,Smart TV,1 Month,37800.0
881,Premium,11,11-06-22,01-07-23,United States,31,Female,Smartphone,1 Month,37800.0
882,Basic,13,12-06-22,01-07-23,Canada,46,Female,Smart TV,1 Month,29800.0
883,Standard,15,13-06-22,29-06-23,United Kingdom,28,Female,Tablet,1 Month,27700.0
884,Premium,11,13-06-22,29-06-23,Australia,50,Male,Tablet,1 Month,29000.0
885,Basic,11,18-06-22,02-07-23,Germany,34,Male,Tablet,1 Month,27600.0
886,Premium,15,23-06-22,30-06-23,France,45,Female,Smart TV,1 Month,27600.0
887,Basic,12,26-06-22,30-06-23,Brazil,38,Female,Laptop,1 Month,7600.0
888,Standard,13,29-06-22,29-06-23,Mexico,42,Female,Laptop,1 Month,9000.0
889,Standard,10,02-07-22,01-07-23,Spain,45,Female,Smartphone,1 Month,22000.0
890,Basic,10,06-07-22,30-06-23,Italy,44,Male,Smart TV,1 Month,26700.0
891,Premium,14,18-07-22,30-06-23,Spain,50,Female,Smart TV,1 Month,22000.0
892,Basic,15,29-07-22,30-06-23,Spain,38,Male,Tablet,1 Month,22000.0
893,Standard,13,30-07-22,01-07-23,United States,42,Female,Smart TV,1 Month,37800.0
894,Premium,13,03-08-22,01-07-23,Canada,50,Male,Smart TV,1 Month,29800.0
895,Basic,10,15-08-22,30-06-23,United States,30,Male,Smartphone,1 Month,37800.0
896,Basic,10,20-08-22,01-07-23,United States,47,Female,Smartphone,1 Month,37800.0
897,Basic,14,21-08-22,30-06-23,Canada,32,Female,Laptop,1 Month,29800.0
898,Standard,11,30-08-22,02-07-23,United Kingdom,31,Female,Tablet,1 Month,27700.0
899,Premium,15,01-09-22,29-06-23,Australia,37,Male,Laptop,1 Month,29000.0
900,Basic,14,02-09-22,03-07-23,Germany,32,Female,Smartphone,1 Month,27600.0
901,Basic,12,04-09-22,30-06-23,France,29,Male,Smartphone,1 Month,27600.0
902,Premium,12,10-09-22,02-07-23,Brazil,28,Male,Tablet,1 Month,7600.0
903,Standard,11,25-09-22,29-06-23,Mexico,42,Male,Laptop,1 Month,9000.0
904,Standard,12,27-09-22,03-07-23,Spain,37,Male,Tablet,1 Month,22000.0
905,Basic,13,01-10-22,30-06-23,Italy,38,Female,Laptop,1 Month,26700.0
906,Premium,13,06-10-22,02-07-23,Spain,32,Male,Smart TV,1 Month,22000.0
907,Standard,15,07-10-22,30-06-23,Spain,48,Male,Laptop,1 Month,22000.0
908,Basic,13,08-10-22,03-07-23,United States,46,Female,Smart TV,1 Month,37800.0
909,Standard,14,08-10-22,01-07-23,Canada,30,Male,Tablet,1 Month,29800.0
910,Premium,10,08-10-22,03-07-23,United States,40,Female,Smart TV,1 Month,37800.0
911,Basic,13,08-10-22,29-06-23,United States,29,Male,Smart TV,1 Month,37800.0
912,Premium,15,08-10-22,02-07-23,Canada,41,Male,Tablet,1 Month,29800.0
913,Standard,15,10-10-22,01-07-23,United Kingdom,32,Male,Laptop,1 Month,27700.0
914,Basic,12,19-10-22,02-07-23,Australia,44,Female,Smart TV,1 Month,29000.0
915,Standard,15,20-10-22,29-06-23,Germany,41,Male,Laptop,1 Month,27600.0
916,Premium,12,26-10-22,01-07-23,France,50,Female,Smartphone,1 Month,27600.0
917,Basic,14,29-10-22,30-06-23,Brazil,33,Female,Tablet,1 Month,7600.0
918,Standard,10,31-10-22,02-07-23,Mexico,34,Female,Smart TV,1 Month,9000.0
919,Premium,15,11-11-22,29-06-23,Spain,40,Male,Smartphone,1 Month,22000.0
920,Basic,14,09-11-22,01-07-23,Italy,34,Female,Tablet,1 Month,26700.0
921,Premium,14,09-11-22,01-07-23,Spain,27,Female,Smart TV,1 Month,22000.0
922,Basic,13,07-11-22,01-07-23,Spain,34,Male,Tablet,1 Month,22000.0
923,Standard,13,08-11-22,30-06-23,United States,28,Male,Tablet,1 Month,37800.0
924,Standard,14,05-11-22,01-07-23,Canada,37,Female,Smart TV,1 Month,29800.0
925,Basic,10,25-10-22,01-07-23,United States,27,Female,Laptop,1 Month,37800.0
926,Premium,13,23-10-22,02-07-23,United States,33,Female,Laptop,1 Month,37800.0
927,Basic,11,20-10-22,02-07-23,Canada,42,Male,Laptop,1 Month,29800.0
928,Standard,11,14-10-22,01-07-23,United Kingdom,49,Male,Smartphone,1 Month,27700.0
929,Premium,13,29-08-22,30-06-23,Australia,44,Male,Smart TV,1 Month,29000.0
930,Basic,10,18-08-22,01-07-23,Germany,47,Male,Laptop,1 Month,27600.0
931,Premium,13,13-08-22,02-07-23,France,33,Male,Laptop,1 Month,27600.0
932,Basic,11,11-08-22,02-07-23,Brazil,37,Male,Smart TV,1 Month,7600.0
933,Standard,10,11-08-22,01-07-23,Mexico,35,Male,Laptop,1 Month,9000.0
934,Standard,11,06-08-22,01-07-23,Spain,34,Female,Smartphone,1 Month,22000.0
935,Basic,10,07-08-22,02-07-23,Italy,44,Male,Smartphone,1 Month,26700.0
936,Premium,15,18-07-22,02-07-23,Spain,29,Male,Tablet,1 Month,22000.0
937,Basic,10,17-07-22,30-06-23,Spain,38,Male,Smartphone,1 Month,22000.0
938,Standard,14,15-07-22,02-07-23,United States,46,Male,Smart TV,1 Month,37800.0
939,Premium,10,14-07-22,02-07-23,Canada,29,Male,Tablet,1 Month,29800.0
